"surname","count","pctwhite","pctblack","pctapi","pcthispanic","pctothers"
"VILLAPANDO",379,3.69,0.664999999999999,35.88,56.46,3.305
"WALTZER",379,96.31,0.526666666666666,0.526666666666666,0.526666666666666,2.11
"WENDE",379,93.67,0.394999999999996,0.394999999999996,5.54,0
"WESTERBECK",379,99.74,0.130000000000003,0,0.130000000000003,0
"WESTRAY",379,72.03,25.59,0.594999999999999,0.594999999999999,1.19
"WINDES",379,95.51,1.85,0.134999999999998,2.37,0.134999999999998
"WYLDE",379,94.99,0.353333333333334,0.353333333333334,1.58,2.72333333333333
"YEAZEL",379,94.99,0.460000000000001,0.460000000000001,0.460000000000001,3.63
"ABRAHIM",378,33.33,12.17,18.52,1.59,34.39
"ADEMA",378,90.74,2.65,1.055,2.65,2.905
"ALLGYER",378,99.47,0,0,0.265000000000001,0.265000000000001
"ANGON",378,2.38,0.530000000000001,1.59,94.97,0.530000000000001
"ARNOLDY",378,96.56,0,0.795000000000002,0.795000000000002,1.85
"ASSI",378,67.72,3.44,7.67,3.97,17.2
"AUGUSTSON",378,95.24,0.130000000000003,0.130000000000003,2.65,1.85
"BAGDON",378,95.5,0.62,0.62,1.32,1.94
"BALAGTAS",378,5.29,0,90.48,1.85,2.38
"BALFANZ",378,98.94,0,0.530000000000001,0.530000000000001,0
"BARANOSKI",378,95.77,0,0.260000000000005,1.59,2.38000000000001
"BARER",378,79.63,14.02,0.530000000000001,4.76,1.06
"BESTUL",378,97.09,0,0.659999999999997,1.59,0.659999999999997
"BLAD",378,95.24,0.616666666666669,1.32,1.59,1.23333333333334
"BLEIL",378,98.15,0.616666666666665,0,0.616666666666665,0.616666666666665
"BONWELL",378,84.13,10.58,0.130000000000003,2.65,2.51
"BRECHBILL",378,98.15,0.462499999999999,0,0.462499999999999,0.924999999999997
"BRUEGGEN",378,98.68,0,0,1.32,0
"BRUNSVOLD",378,98.41,0.397500000000001,0,0.397500000000001,0.795000000000002
"BUDINGER",378,95.5,0.395000000000003,0.395000000000003,2.12,1.59
"BUJNOWSKI",378,98.15,0,0.924999999999997,0,0.924999999999997
"BURCKHARDT",378,92.86,0.353333333333334,1.32,4.76,0.706666666666668
"CARDO",378,62.43,2.12,1.85,32.28,1.32
"CARSE",378,88.1,7.14,0.353333333333334,3.7,0.706666666666668
"CARTIN",378,84.92,3.44,0.265000000000001,9.52,1.855
"CASANO",378,90.21,0.530000000000001,2.65,2.91,3.7
"CASTLETON",378,96.3,0.330000000000002,0.330000000000002,2.38,0.660000000000004
"CAZA",378,87.57,0.130000000000003,0,10.05,2.25
"CHEON",378,12.96,0.529999999999994,82.01,0.529999999999994,3.97
"CIUFO",378,97.88,0,0.706666666666668,0.706666666666668,0.706666666666668
"COBIA",378,73.81,20.11,0.129999999999995,5.82,0.129999999999995
"CROCKFORD",378,98.15,0,0.265000000000001,0,1.585
"CROUSER",378,96.83,0.792500000000001,0.792500000000001,0.792500000000001,0.792500000000001
"CRUTHIRDS",378,92.86,6.08,0.353333333333334,0.353333333333334,0.353333333333334
"CUSHENBERRY",378,22.22,75.13,0,0.400000000000006,2.25000000000001
"DEBERARDINIS",378,95.77,0,0.530000000000001,0,3.7
"DOBMEIER",378,99.74,0,0.130000000000003,0.130000000000003,0
"DOMEN",378,69.84,0.134999999999998,16.4,3.97,9.655
"DUNSTER",378,96.3,0.395,0.395,2.12,0.789999999999999
"EBERL",378,96.03,0.594999999999999,0.594999999999999,0.594999999999999,2.185
"ELLENBOGEN",378,98.15,0.129999999999995,0,1.59,0.129999999999995
"ENGELKES",378,96.03,0.659999999999997,0.659999999999997,2.65,0
"ENGSTRAND",378,94.44,0,0.795000000000002,2.38,2.385
"EUSTAQUIO",378,6.35,0.265000000000001,51.85,37.3,4.235
"FABREGAS",378,25.13,2.12,8.2,62.96,1.59
"FEURY",378,97.09,2.38,0,0.265000000000001,0.265000000000001
"FIGONE",378,93.12,0,0.530000000000001,3.97,2.38
"FOSLER",378,97.3597359735974,1.32013201320132,0,1.32013201320132,0
"GAMELIN",378,93.65,0.526666666666666,0.526666666666666,0.526666666666666,4.77
"GESUALDO",378,82.01,0.265000000000001,0.265000000000001,14.81,2.65
"GIGGEY",378,97.62,0,0.594999999999999,0.594999999999999,1.19
"HARBERTS",378,97.88,0,0.265000000000001,1.59,0.265000000000001
"HARKEMA",378,96.3,0.740000000000001,0.740000000000001,0.740000000000001,1.48
"HARRISTON",378,12.43,81.75,1.32,2.38,2.12
"HEGGER",378,78.57,20.11,0.440000000000002,0.440000000000002,0.440000000000002
"HENDRIKSEN",378,94.44,0,0.265000000000001,3.44,1.855
"HIGHMAN",378,90.21,5.29,0.665000000000006,3.17,0.665000000000006
"HINEGARDNER",378,97.09,0,0.530000000000001,0.530000000000001,1.85
"ISHO",378,82.01,0.265000000000001,2.12,2.91,12.695
"KLISH",378,96.83,1.85,0.440000000000002,0.440000000000002,0.440000000000002
"KLYM",378,98.68,0,0.659999999999997,0.659999999999997,0
"KOYLE",378,96.83,0.616666666666669,0,0.616666666666669,1.93666666666667
"KREUGER",378,98.41,0,0.530000000000001,0.530000000000001,0.530000000000001
"KRODEL",378,96.83,0.440000000000002,0.440000000000002,1.85,0.440000000000002
"KUBERSKI",378,95.24,0.660000000000004,0,2.12,1.98
"KUROKAWA",378,7.67,0.270000000000003,82.8,1.32,7.94
"LANGRIDGE",378,94.18,0,0.259999999999998,2.65,2.91
"LAWRIMORE",378,90.48,4.76,0.394999999999996,2.12,2.245
"LAWSHE",378,87.83,11.64,0.265000000000001,0.265000000000001,0
"LENTNER",378,95.5,0,0.664999999999999,3.17,0.664999999999999
"LINDENFELSER",378,98.41,0,0.530000000000001,0.530000000000001,0.530000000000001
"LINDSKOG",378,96.56,0,0.706666666666668,0.706666666666668,2.02666666666667
"LINNEBUR",378,94.71,0.135000000000005,0.135000000000005,3.7,1.32
"LOCKART",378,83.86,9.52,0.706666666666668,0.706666666666668,5.20666666666667
"LOHRMANN",378,98.15,0,0.265000000000001,0.265000000000001,1.32
"LOVAAS",378,97.09,0.581999999999999,0.581999999999999,0.581999999999999,1.164
"LUCKHARDT",378,96.83,0.440000000000002,0.440000000000002,1.85,0.440000000000002
"LUICK",378,96.03,1.32,0,1.59,1.06
"MANTEUFEL",378,98.15,0,0.265000000000001,1.32,0.265000000000001
"MASCOTE",378,8.2,0.616666666666665,0,89.95,1.23333333333333
"MAWN",378,95.24,2.38,0.793333333333337,0.793333333333337,0.793333333333337
"MEYERHOFER",378,96.56,0,0.439999999999998,2.12,0.879999999999995
"MORAITIS",378,96.03,0,0.530000000000001,2.91,0.530000000000001
"MURACA",378,96.83,0.526666666666666,0.526666666666666,1.59,0.526666666666666
"NIEWIADOMSKI",378,96.83,0,0.526666666666666,0.526666666666666,2.11666666666667
"NOCON",378,21.1621162116212,0,68.2568256825683,3.97039703970397,6.61066106610661
"OGE",378,59.79,29.89,0.883333333333335,0.883333333333335,8.55333333333334
"ORLOSKI",378,98.68,0,0,0.659999999999997,0.659999999999997
"ORMES",378,92.86,2.38,0.395000000000003,2.12,2.245
"OTANEZ",378,10.85,0.265000000000001,1.32,87.3,0.265000000000001
"PALMERTREE",378,97.35,0.662500000000001,0,0.662500000000001,1.325
"PIRKL",378,96.2903709629037,0,0,2.11978802119788,1.58984101589841
"PIVA",378,91.53,0.134999999999998,0.134999999999998,6.88,1.32
"REETER",378,97.88,0.530000000000001,0,0.530000000000001,1.06
"REINSEL",378,97.62,0,0,1.32,1.06
"RESKE",378,96.56,0.265000000000001,0.265000000000001,1.32,1.59
"RIEG",378,95.5,0.265000000000001,0.265000000000001,2.38,1.59
"RIMBEY",378,97.62,0,0.530000000000001,0.530000000000001,1.32
"RONNE",378,91.8,0.789999999999999,0.789999999999999,1.85,4.77
"SADDORIS",378,98.15,0,0,0.924999999999997,0.924999999999997
"SAVICKAS",378,99.21,0,0.395000000000003,0.395000000000003,0
"SCIMONE",378,94.97,0,0,3.44,1.59
"SHAMBURG",378,94.97,1.85,0.134999999999998,1.32,1.725
"SHIMODA",378,10.32,0.130000000000003,84.13,0.130000000000003,5.29
"SKEETER",378,24.0724072407241,64.026402640264,1.32013201320132,3.17031703170317,7.41074107410741
"SKIFFINGTON",378,97.88,0,0.706666666666668,0.706666666666668,0.706666666666668
"SKUPIEN",378,95.77,0.660000000000004,0,1.59,1.98
"SLIMAK",378,97.35,0,0.665000000000006,1.32,0.665000000000006
"SLUITER",378,98.68,0,0,0.439999999999998,0.879999999999995
"SOJOURNER",378,64.55,30.95,0.664999999999999,1.32,2.515
"STADT",378,98.15,0.462499999999999,0.462499999999999,0.462499999999999,0.462499999999999
"STAMLER",378,97.35,0.665000000000006,0,1.32,0.665000000000006
"STRICKLAN",378,89.95,6.88,0,1.85,1.32
"SURATT",378,87.04,7.41,1.32,1.19,3.04
"TAMMINGA",378,94.71,0.130000000000003,1.85,1.59,1.72
"TRAPPE",378,98.68,0,0.439999999999998,0.439999999999998,0.439999999999998
"UPTEGROVE",378,96.3,0,0.395000000000003,1.32,1.985
"VANDERHEIDE",378,96.03,0,0.616666666666665,0.616666666666665,2.73666666666667
"VANHOVEN",378,90.74,0,5.29,2.38,1.59
"VEALEY",378,97.35,0.883333333333335,0,0.883333333333335,0.883333333333335
"VECELLIO",378,95.77,0,0.660000000000004,1.59,1.98
"VERTIN",378,94.18,0.529999999999994,0,4.76,0.529999999999994
"VIVIRITO",378,95.77,0.616666666666669,0.616666666666669,2.38,0.616666666666669
"VOZZELLA",378,98.68,0.439999999999998,0.439999999999998,0.439999999999998,0
"WARNCKE",378,97.09,0.530000000000001,0.530000000000001,1.32,0.530000000000001
"WILLIMAS",378,21.96,73.54,0.529999999999994,1.32,2.64999999999999
"ZAID",378,60.32,14.02,9.26,0.795000000000002,15.605
"ZANT",378,93.12,3.17,1.32,0.399999999999999,1.99
"ZEPHIER",378,7.14,0.616666666666669,0.616666666666669,0.616666666666669,91.01
"ADOLPHE",377,12.73,72.94,0.399999999999999,1.59,12.34
"AGNOR",377,96.02,2.12,0.62,0.62,0.62
"ALAMIA",377,49.6,0.706666666666668,0.706666666666668,48.28,0.706666666666668
"ALGEE",377,48.2751724827517,48.2751724827517,1.32986701329867,0,2.11978802119788
"ANGLETON",377,95.49,0.530000000000001,0.530000000000001,1.33,2.12
"ARIANO",377,60.74,0.706666666666668,0.706666666666668,37.14,0.706666666666668
"AYLES",377,93.37,3.45,0.616666666666665,1.33,1.23333333333333
"BALDA",377,65.52,1.33,3.71,28.38,1.06
"BALEK",377,95.76,0.706666666666663,0.706666666666663,0.706666666666663,2.12
"BASTIANELLI",377,97.61,0,0.530000000000001,0,1.86
"BEAUDRIE",377,98.41,0.530000000000001,0,0.530000000000001,0.530000000000001
"BENTE",377,93.9,1.33,0.529999999999996,3.18,1.05999999999999
"BIESCHKE",377,97.88,0,0.265000000000001,0.265000000000001,1.59
"BILSON",377,92.04,4.51,0.529999999999994,0.529999999999994,2.39
"BORGESE",377,96.29,0,0.659999999999997,2.39,0.659999999999997
"BRINCEFIELD",377,83.29,11.94,0.394999999999996,1.59,2.785
"CHEAIRS",377,29.44,67.64,0.530000000000001,1.33,1.06
"CHERNIN",377,95.49,0.135000000000005,0.135000000000005,2.12,2.12
"CHISAM",377,93.37,3.18,0.664999999999999,2.12,0.664999999999999
"CICH",377,97.35,0.530000000000001,0.530000000000001,0.530000000000001,1.06
"CLAVELL",377,32.1,3.18,0.659999999999997,63.4,0.659999999999997
"CLEARE",377,25.2,68.97,0.395000000000003,2.92,2.515
"COLABELLA",377,97.35,0.263333333333335,0.263333333333335,1.86,0.263333333333335
"CONTO",377,89.12,1.59,0.62,7.43,1.24
"CORDWELL",377,87.8,9.81,0.265000000000001,0.265000000000001,1.86
"COVERSTONE",377,97.35,0.662500000000001,0.662500000000001,0,1.325
"DANIELEWICZ",377,98.14,0,0.62,0.62,0.62
"DEDON",377,95.23,0.530000000000001,0.530000000000001,2.12,1.59
"DEJA",377,89.66,3.18,0.93,3.71,2.52
"DENHART",377,95.23,2.39,0.594999999999999,0.594999999999999,1.19
"DESHARNAIS",377,96.29,0.259999999999998,0.259999999999998,1.33,1.86
"DEVALK",377,96.55,0.443333333333333,0,2.12,0.886666666666665
"DIGAETANO",377,96.02,0.883333333333335,0.883333333333335,0.883333333333335,1.33
"DUCKWALL",377,98.41,0,0.530000000000001,0.530000000000001,0.530000000000001
"DUMAINE",377,88.33,9.02,0.530000000000001,0.530000000000001,1.59
"DUSABLON",377,96.29,0.529999999999998,0.529999999999998,0.529999999999998,2.12
"EIKE",377,95.23,0,0.883333333333331,0.883333333333331,3.00333333333333
"ELLERT",377,95.49,0.265000000000001,0.265000000000001,2.65,1.33
"ESKILDSEN",377,92.31,0.530000000000001,2.39,2.12,2.65
"ESTELLA",377,24.14,4.51,30.5,38.73,2.12
"EVEY",377,90.98,2.39,1.06,1.06,4.51
"EVJEN",377,92.31,0.259999999999998,1.33,2.92,3.18
"FINEFROCK",377,96.29,0,0.924999999999997,0.924999999999997,1.86
"FREIWALD",377,98.41,0.530000000000001,0.530000000000001,0.530000000000001,0
"GADOURY",377,97.88,0,1.06,0,1.06
"GAI",377,50.93,13.53,25.46,5.57,4.51000000000001
"GENTES",377,97.08,0,2.12,0.399999999999999,0.399999999999999
"GERBASI",377,93.37,0.706666666666663,0.706666666666663,2.92,2.29666666666666
"GEVARA",377,5.31,0,0.394999999999996,92.31,1.985
"GOEHNER",377,91.78,0.265000000000001,0.265000000000001,2.92,4.77
"GOLLY",377,88.86,6.1,1.33,0.395000000000003,3.315
"GREAVER",377,98.14,0.465,0,0.465,0.93
"HAMONS",377,94.96,0.973333333333334,0,2.12,1.94666666666667
"HAUVER",377,96.82,0,0.660000000000004,1.86,0.660000000000004
"HEARY",377,83.29,14.32,0.597499999999997,0.597499999999997,1.19499999999999
"HEYE",377,93.37,3.98,0.394999999999996,0.394999999999996,1.86
"HOHNER",377,94.43,0.439999999999998,0.439999999999998,2.39,2.3
"HUESO",377,3.45,0.265000000000001,0,96.02,0.265000000000001
"INACIO",377,85.1414858514149,0,0,8.48915108489151,6.36936306369363
"IRENE",377,52.79,6.63,1.86,36.87,1.85000000000001
"JANACEK",377,96.29,0.462499999999999,0.462499999999999,1.86,0.924999999999997
"JUSKO",377,98.94,0,0.530000000000001,0,0.530000000000001
"KARSTETTER",377,97.88,0,0.530000000000001,0.530000000000001,1.06
"KEFAUVER",377,98.94,0,0.530000000000001,0,0.530000000000001
"KESTEL",377,96.02,0.135000000000005,0.135000000000005,2.12,1.59
"KIRGAN",377,94.43,0.394999999999996,1.33,1.59,2.255
"KOHLHOFF",377,95.76,0.659999999999997,0.659999999999997,1.59,1.33
"LANGA",377,84.08,6.37,1.325,4.51,3.715
"LANGERMAN",377,97.35,0,0.353333333333334,1.59,0.706666666666668
"LATEEF",377,5.84058405840584,46.6846684668467,40.5840584058406,2.12021202120212,4.77047704770477
"LAWRENSON",377,94.69,0,0.530000000000001,1.86,2.92
"LEBEN",377,85.15,11.67,0.616666666666665,0.616666666666665,1.94666666666666
"MAJUMDAR",377,2.12,0.399999999999999,90.98,2.39,4.11
"MANHEIMER",377,67.9,0.264999999999993,0.264999999999993,2.12,29.45
"MCFADEN",377,81.96,16.18,0.620000000000005,0.620000000000005,0.620000000000005
"MCGUFF",377,96.82,0.616666666666669,0.616666666666669,0,1.94666666666667
"MEEHL",377,98.67,0,0.664999999999999,0,0.664999999999999
"MILA",377,43.5,0.530000000000001,16.98,35.81,3.18
"MION",377,85.94,0.535000000000004,0.535000000000004,9.81,3.18
"MOLAISON",377,96.29,0.741999999999999,0.741999999999999,0.741999999999999,1.484
"MONROIG",377,14.85,0.356666666666669,0.356666666666669,84.08,0.356666666666669
"MOSKWA",377,96.29,0.259999999999998,1.86,0.259999999999998,1.33
"MOTTL",377,96.29,0.594999999999999,0.594999999999999,1.33,1.19
"OOMS",377,96.29,0,0.794999999999995,2.12,0.794999999999995
"OPAL",377,91.51,0.93,1.33,3.71,2.52
"ORSZULAK",377,98.67,0,0.664999999999999,0.664999999999999,0
"OSHELL",377,93.9,2.65,0.93,0.93,1.59
"PANDA",377,20.42,6.9,65.52,5.57,1.59
"PELLICCIA",377,85.4185418541854,2.12021202120212,0,10.3410341034103,2.12021202120212
"PENISTON",377,69.5,25.2,0.795000000000002,0.795000000000002,3.71
"PENNYCUFF",377,95.49,0,0.530000000000001,2.12,1.86
"PICOZZI",377,97.61,0.5975,0,0.5975,1.195
"RAGAINS",377,96.82,0.925000000000004,0,0,2.255
"RAINA",377,18.04,1.59,70.56,5.04,4.77
"RAMLER",377,96.29,0.394999999999996,1.33,0.394999999999996,1.59
"RATAJCZYK",377,97.35,0,0,2.12,0.530000000000001
"REGEL",377,98.14,0.465,0.465,0.465,0.465
"REHMER",377,99.47,0,0,0.265000000000001,0.265000000000001
"REINHOLZ",377,96.55,0.706666666666668,0.706666666666668,0,2.03666666666667
"RENTSCH",377,95.49,0.400000000000006,0.400000000000006,1.59,2.12
"RESNER",377,94.16,1.86,0.795000000000002,2.39,0.795000000000002
"RINAUDO",377,97.61,0.530000000000001,0,0.530000000000001,1.33
"ROQUES",377,71.88,4.24,0.93,22.02,0.93
"RUHLE",377,94.96,0.665000000000006,0,2.12,2.25500000000001
"SANI",377,49.34,12.47,20.42,2.65,15.12
"SARDAR",377,32.1,0.530000000000001,54.11,0.530000000000001,12.73
"SCHMUNK",377,97.61,0,0,1.33,1.06
"SCHOENWALD",377,96.82,0,0.925000000000004,1.33,0.925000000000004
"SEARER",377,98.41,0.130000000000003,0,0.130000000000003,1.33
"SHARBONO",377,96.55,0,0.62,0.62,2.21
"SICKEL",377,94.69,0.530000000000001,1.86,1.86,1.06
"SIERRAS",377,17.24,0.5975,0.5975,80.37,1.195
"SILVERSTONE",377,94.43,0.659999999999997,0.659999999999997,2.39,1.86
"SOPPE",377,98.14,0,0.62,0.62,0.62
"SOUERS",377,97.61,0,0,0.530000000000001,1.86
"SPIDEL",377,96.02,2.12,0.62,0.62,0.62
"SULZBACH",377,96.29,0.129999999999995,0.129999999999995,1.86,1.59
"SWANDA",377,93.63,0.533333333333336,2.12,0.533333333333336,3.18333333333334
"TARRENCE",377,82.23,15.12,0,1.33,1.31999999999999
"TEGGE",377,95.76,0,0.616666666666665,2.39,1.23333333333333
"THALHEIMER",377,96.02,0.265000000000001,0.265000000000001,1.59,1.86
"TREZISE",377,97.35,0,0.395000000000003,0.395000000000003,1.86
"ULSHAFER",377,96.55,0.397500000000001,0.397500000000001,1.86,0.795000000000002
"VERKAMP",377,98.94,0,0,0.530000000000001,0.530000000000001
"VERMILYA",377,96.02,0.265000000000001,0.265000000000001,2.12,1.33
"VICINI",377,95.23,0,0.394999999999996,3.98,0.394999999999996
"WAKABAYASHI",377,5.31,0.525000000000006,86.21,0.525000000000006,7.43
"WELLENS",377,93.37,1.59,2.39,1.86,0.789999999999992
"WERTHER",377,91.25,0.664999999999999,0.664999999999999,3.71,3.71
"WIENECKE",377,93.9,0.659999999999997,1.33,2.12,1.99
"WOJTKOWSKI",377,99.2,0,0.266666666666666,0,0.533333333333331
"WUOLLET",377,97.61,0.478,0.478,0.478,0.956
"WYSINGER",377,6.1,91.25,0,0.395000000000003,2.255
"YOOS",377,96.29,0.394999999999996,1.59,0.394999999999996,1.33
"ZASADA",377,97.35,0.530000000000001,0,1.59,0.530000000000001
"ZEBELL",377,97.61,0,1.33,0.530000000000001,0.530000000000001
"ADU",376,1.6,92.55,0.530000000000001,0.530000000000001,4.79
"ALSDORF",376,95.74,0,0.664999999999999,2.93,0.664999999999999
"ARLINGHAUS",376,98.14,0.265000000000001,1.33,0.265000000000001,0
"BANZON",376,5.05,0.134999999999998,88.3,2.39,4.125
"BASTION",376,89.36,3.46,0.395000000000003,4.26,2.525
"BEILSTEIN",376,92.82,0.795000000000002,0.795000000000002,2.13,3.46
"BENSEL",376,95.48,0.73,0.73,0.73,2.33
"BILSKY",376,98.14,0,0.265000000000001,1.33,0.265000000000001
"BLECKER",376,96.81,0.399999999999999,0,2.39,0.399999999999999
"BOECKEL",376,98.94,0.353333333333334,0,0.353333333333334,0.353333333333334
"BOEHL",376,93.62,0.394999999999996,0.394999999999996,4.26,1.33
"BOIK",376,95.21,0,0.665000000000006,0.665000000000006,3.46
"BOURDO",376,97.87,0.399999999999999,0,0.399999999999999,1.33
"BOWAN",376,82.971702829717,10.6389361063894,0,2.92970702929707,3.45965403459654
"BRISKIN",376,98.4,0,0.533333333333331,0.533333333333331,0.533333333333331
"BROADLEY",376,97.34,0.664999999999999,0.664999999999999,0.664999999999999,0.664999999999999
"BUERK",376,98.4,0.533333333333331,0,0,1.06666666666666
"COCCARO",376,95.74,0,0,2.93,1.33
"COOKINGHAM",376,96.28,0.530000000000001,1.33,1.33,0.530000000000001
"COUNTY",376,35.64,56.12,0.395000000000003,1.6,6.245
"DANNEN",376,96.81,0.62,1.33,0.62,0.62
"DELAVAN",376,97.87,0.532499999999999,0.532499999999999,0,1.065
"DEMOULIN",376,84.57,10.11,0.533333333333336,3.72,1.06666666666667
"DEMPEWOLF",376,93.62,0.530000000000001,1.86,1.6,2.39
"DESARIO",376,94.95,0.399999999999999,1.86,2.39,0.399999999999999
"DETORRES",376,43.35,0.265000000000001,22.34,30.59,3.455
"DINELLO",376,97.87,0,0,2.13,0
"DITTEMORE",376,94.68,0,0.664999999999999,2.66,1.995
"ERAMO",376,97.07,0.535000000000004,0,1.86,0.535000000000004
"ESCOVEDO",376,10.37,0.797499999999999,0.797499999999999,86.44,1.595
"ESPARSA",376,5.85,0,0,93.62,0.530000000000001
"EUFRACIO",376,0.530000000000001,0.530000000000001,0,98.94,0
"GAAR",376,93.35,3.19,0.400000000000006,2.66,0.400000000000006
"GAMBLER",376,70.48,8.24,0.794999999999995,0.794999999999995,19.69
"GIACONE",376,98.67,0,0,0.664999999999999,0.664999999999999
"GIESECKE",376,97.07,0,0.665000000000006,1.6,0.665000000000006
"GODLOVE",376,96.54,0.533333333333331,0.533333333333331,1.86,0.533333333333331
"GRASSL",376,98.4,0,0,0.799999999999997,0.799999999999997
"GREIM",376,98.67,0.443333333333333,0.443333333333333,0.443333333333333,0
"GROENEWEG",376,99.2,0,0.399999999999999,0,0.399999999999999
"HADDER",376,90.43,4.79,0.129999999999995,1.86,2.79
"HALLET",376,92.02,3.19,1.33,1.6,1.86
"HANIFIN",376,98.14,0.265000000000001,0.265000000000001,0,1.33
"HERRIAGE",376,94.68,0.399999999999999,0,4.52,0.399999999999999
"HOMSHER",376,94.68,0.664999999999999,0.664999999999999,0.664999999999999,3.325
"HUNSLEY",376,96.54,0.532499999999999,1.33,0.532499999999999,1.065
"INGLISH",376,92.02,1.6,0.800000000000004,2.39,3.19
"IOFFE",376,99.2,0,0.399999999999999,0,0.399999999999999
"ITKIN",376,95.74,0,0.800000000000004,2.66,0.800000000000004
"JURGENSON",376,95.21,0.710000000000003,0.710000000000003,2.66,0.710000000000003
"JURIC",376,92.55,0.356666666666669,0.356666666666669,3.19,3.54666666666667
"KAID",376,50.53,17.82,7.98,0.530000000000001,23.14
"KARON",376,90.43,2.93,0.659999999999997,1.86,4.12
"KARPOVICH",376,94.68,0.664999999999999,0.664999999999999,1.86,2.13
"KELSALL",376,89.36,0,4.79,0.530000000000001,5.32
"KIPLINGER",376,97.87,0,0.532499999999999,0.532499999999999,1.065
"KOCINSKI",376,96.01,0.266666666666666,0,3.19,0.533333333333331
"KOLICH",376,98.4,0.134999999999998,0,1.33,0.134999999999998
"KOMER",376,94.15,0,0.664999999999999,2.39,2.795
"KORBY",376,96.28,0.530000000000001,0.530000000000001,0.530000000000001,2.13
"KORZENIOWSKI",376,94.95,0.129999999999995,1.33,1.33,2.26
"LABICHE",376,86.44,10.9,0,0.530000000000001,2.13
"LAUBENTHAL",376,97.61,0,0.530000000000001,1.33,0.530000000000001
"LAURITO",376,90.16,0.530000000000001,3.19,5.59,0.530000000000001
"LEANG",376,3.18968103189681,0,90.4209579042096,3.45965403459654,2.92970702929707
"LEICHNER",376,95.21,0,0.530000000000001,2.13,2.13
"LEUPOLD",376,97.07,0,0,1.6,1.33
"LEVITIN",376,96.54,0,0,2.13,1.33
"LOCKMILLER",376,98.67,0,0.443333333333333,0.443333333333333,0.443333333333333
"MADARAS",376,95.48,0.265000000000001,0.265000000000001,2.39,1.6
"MADDREY",376,45.21,50.53,0.799999999999997,0.799999999999997,2.66
"MARCHESSAULT",376,96.01,0,0.799999999999997,0.799999999999997,2.39
"MARRUFFO",376,11.17,0.443333333333333,0.443333333333333,75.27,12.6733333333333
"MCLAURY",376,93.09,1.86,0.394999999999996,1.6,3.055
"MCOWEN",376,93.35,0.795000000000002,0,3.46,2.395
"MHOON",376,46.01,48.94,0.88666666666667,0.88666666666667,3.27666666666667
"MORTLAND",376,96.28,0.62,0.62,1.86,0.62
"MUNDORFF",376,97.07,0,0.533333333333336,0.533333333333336,1.86333333333334
"NAYAR",376,9.31,0.270000000000003,78.19,5.05,7.18
"NIEL",376,79.52,9.84,1.33000000000001,3.72,5.59000000000001
"NIVISON",376,96.54,0,0.264999999999993,1.6,1.59499999999999
"NUANES",376,10.9,0.467499999999998,0.467499999999998,87.23,0.934999999999995
"ODIORNE",376,98.14,0,0.62,0.62,0.62
"OGONOWSKI",376,96.01,0.399999999999999,1.86,1.33,0.399999999999999
"OSAKI",376,6.64933506649335,1.32986701329867,81.1118888111189,4.25957404259574,6.64933506649335
"PANDY",376,33.24,41.49,14.63,4.26,6.38
"PARET",376,56.91,11.97,0.134999999999998,28.46,2.525
"PEROVICH",376,97.87,0,0.265000000000001,1.6,0.265000000000001
"PERSONIUS",376,89.63,0.530000000000001,1.86,2.93,5.05
"PETTERSSON",376,91.22,0.93,0.93,4.26,2.66
"PICKERELL",376,98.14,0,0.62,0,1.24
"PIPPERT",376,97.61,0.530000000000001,0,0.530000000000001,1.33
"PLAS",376,94.68,2.39,1.33,0.134999999999998,1.465
"PLINE",376,98.14,0.465,0.465,0.465,0.465
"POLTORAK",376,96.54,0,0.664999999999999,2.13,0.664999999999999
"PONTIER",376,82.98,0.5975,0.5975,14.63,1.195
"QUARTUCCIO",376,97.87,0,0.266666666666666,1.33,0.533333333333331
"REATEGUI",376,10.9,0,0.62333333333333,87.23,1.24666666666666
"REBECCA",376,76.6,10.11,1.46,8.24,3.59
"RIZZOTTO",376,92.29,0,0.794999999999995,6.12,0.794999999999995
"ROWINSKI",376,98.94,0.530000000000001,0,0.530000000000001,0
"RUSSOW",376,98.4,0.399999999999999,0,0.399999999999999,0.799999999999997
"SALIN",376,84.57,1.59500000000001,3.19,5.59,5.05500000000001
"SASEK",376,96.54,0.465,0.465,1.6,0.93
"SAVELLI",376,90.96,0.530000000000001,0.530000000000001,5.32,2.66
"SCHICHTEL",376,97.61,0.5975,0.5975,0.5975,0.5975
"SCHUMMER",376,93.35,0,0.665000000000006,3.99,1.99500000000001
"SCHWARZER",376,91.22,0.535000000000004,1.33,3.99,2.925
"SEIDLE",376,83.51,12.5,0,1.33,2.66
"SERBAN",376,93.35,0,0.265000000000001,2.93,3.455
"SESHADRI",376,2.13,0.129999999999995,94.15,0.129999999999995,3.46
"SHAHBAZIAN",376,85.37,0.129999999999995,0.129999999999995,2.93,11.44
"SHELDRICK",376,94.95,0.265000000000001,0,3.19,1.595
"SINIBALDI",376,94.15,0.265000000000001,0,5.32,0.265000000000001
"STAUDACHER",376,98.67,0,0.664999999999999,0.664999999999999,0
"STUEWE",376,97.61,0,0.5975,0.5975,1.195
"SVEEN",376,98.4,0.533333333333331,0,0.533333333333331,0.533333333333331
"SWIERCZEK",376,96.54,0,0,1.6,1.86
